sampleID,domainID,siteID,collectDate,analyte,analyteConcentration,analyteUnits,mdl,below_det,NEONpackage
BLWA.C0.20190321.POM.1,D08,BLWA,2019-03-21T15:00:00Z,d15N,9.13,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190403.POM.1,D08,BLWA,2019-04-03T19:10:00Z,TPC,987.07,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190403.POM.1,D08,BLWA,2019-04-03T19:10:00Z,TPN,143.52,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190403.POM.1,D08,BLWA,2019-04-03T19:10:00Z,d15N,6.82,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190403.POM.1,D08,BLWA,2019-04-03T19:10:00Z,d13C,-31.03,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190411.POM.1,D08,BLWA,2019-04-11T15:00:00Z,d15N,6.56,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190411.POM.1,D08,BLWA,2019-04-11T15:00:00Z,TPN,156.15,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190411.POM.1,D08,BLWA,2019-04-11T15:00:00Z,TPC,1057.3,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190411.POM.1,D08,BLWA,2019-04-11T15:00:00Z,d13C,-31.4,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190416.POM.1,D08,BLWA,2019-04-16T14:51:00Z,TPC,1169.72,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190416.POM.1,D08,BLWA,2019-04-16T14:51:00Z,TPN,160.99,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190416.POM.1,D08,BLWA,2019-04-16T14:51:00Z,d13C,-27.61,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190416.POM.1,D08,BLWA,2019-04-16T14:51:00Z,d15N,5.88,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190502.POM.1,D08,BLWA,2019-05-02T15:18:00Z,TPC,1537.63,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190502.POM.1,D08,BLWA,2019-05-02T15:18:00Z,TPN,216.99,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190502.POM.1,D08,BLWA,2019-05-02T15:18:00Z,d15N,7.7,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190502.POM.1,D08,BLWA,2019-05-02T15:18:00Z,d13C,-29.42,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190514.POM.1,D08,BLWA,2019-05-14T14:50:00Z,d15N,6.54,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190514.POM.1,D08,BLWA,2019-05-14T14:50:00Z,d13C,-28.42,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190514.POM.1,D08,BLWA,2019-05-14T14:50:00Z,TPC,1317.72,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190514.POM.1,D08,BLWA,2019-05-14T14:50:00Z,TPN,176.55,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190529.POM.1,D08,BLWA,2019-05-29T14:30:00Z,TPC,1656.26,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190529.POM.1,D08,BLWA,2019-05-29T14:30:00Z,d13C,-29.29,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190529.POM.1,D08,BLWA,2019-05-29T14:30:00Z,TPN,253.66,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190529.POM.1,D08,BLWA,2019-05-29T14:30:00Z,d15N,8.2,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190617.POM.1,D08,BLWA,2019-06-17T14:10:00Z,d15N,11.34,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190617.POM.1,D08,BLWA,2019-06-17T14:10:00Z,TPN,220.69,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190617.POM.1,D08,BLWA,2019-06-17T14:10:00Z,d13C,-28.63,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190617.POM.1,D08,BLWA,2019-06-17T14:10:00Z,TPC,1531.18,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190710.POM.1,D08,BLWA,2019-07-10T14:36:00Z,TPC,1060.87,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190710.POM.1,D08,BLWA,2019-07-10T14:36:00Z,TPN,147.86,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190710.POM.1,D08,BLWA,2019-07-10T14:36:00Z,d15N,8.83,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190710.POM.1,D08,BLWA,2019-07-10T14:36:00Z,d13C,-28.94,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190716.POM.1,D08,BLWA,2019-07-16T15:43:00Z,d15N,13.99,perMill,NA,NA,DP1.20206.001
BLWA.C0.20190716.POM.1,D08,BLWA,2019-07-16T15:43:00Z,TPN,127.46,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190716.POM.1,D08,BLWA,2019-07-16T15:43:00Z,TPC,939.6,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20190716.POM.1,D08,BLWA,2019-07-16T15:43:00Z,d13C,-30.05,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191016.POM.1,D08,BLWA,2019-10-16T15:05:00Z,d13C,-30.08,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191016.POM.1,D08,BLWA,2019-10-16T15:05:00Z,TPC,937.32,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191016.POM.1,D08,BLWA,2019-10-16T15:05:00Z,TPN,173.7,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191016.POM.1,D08,BLWA,2019-10-16T15:05:00Z,d15N,1.21,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191112.POM.1,D08,BLWA,2019-11-12T15:36:00Z,TPC,994.6,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191112.POM.1,D08,BLWA,2019-11-12T15:36:00Z,d13C,-30.81,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191112.POM.1,D08,BLWA,2019-11-12T15:36:00Z,TPN,186.14,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191112.POM.1,D08,BLWA,2019-11-12T15:36:00Z,d15N,0.94,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191120.POM.1,D08,BLWA,2019-11-20T17:08:00Z,d13C,-30.68,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191120.POM.1,D08,BLWA,2019-11-20T17:08:00Z,TPN,100.44,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191120.POM.1,D08,BLWA,2019-11-20T17:08:00Z,d15N,8.81,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191120.POM.1,D08,BLWA,2019-11-20T17:08:00Z,TPC,678.11,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191211.POM.1,D08,BLWA,2019-12-11T16:24:00Z,d15N,0.73,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191211.POM.1,D08,BLWA,2019-12-11T16:24:00Z,TPC,1255.02,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191211.POM.1,D08,BLWA,2019-12-11T16:24:00Z,TPN,148.85,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191211.POM.1,D08,BLWA,2019-12-11T16:24:00Z,d13C,-29.66,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191217.POM.1,D08,BLWA,2019-12-17T17:33:00Z,d13C,-28.31,perMill,NA,NA,DP1.20206.001
BLWA.C0.20191217.POM.1,D08,BLWA,2019-12-17T17:33:00Z,TPN,80.68,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191217.POM.1,D08,BLWA,2019-12-17T17:33:00Z,TPC,621.4,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20191217.POM.1,D08,BLWA,2019-12-17T17:33:00Z,d15N,0.53,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200120.POM.1,D08,BLWA,2020-01-20T17:22:00Z,d15N,5.29,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200120.POM.1,D08,BLWA,2020-01-20T17:22:00Z,TPC,849.39,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200120.POM.1,D08,BLWA,2020-01-20T17:22:00Z,d13C,-28.34,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200120.POM.1,D08,BLWA,2020-01-20T17:22:00Z,TPN,95.38,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200122.POM.1,D08,BLWA,2020-01-22T17:35:00Z,TPN,100.25,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200122.POM.1,D08,BLWA,2020-01-22T17:35:00Z,d13C,-27.74,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200122.POM.1,D08,BLWA,2020-01-22T17:35:00Z,TPC,919.59,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200122.POM.1,D08,BLWA,2020-01-22T17:35:00Z,d15N,5.57,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200128.POM.1,D08,BLWA,2020-01-28T16:43:00Z,d13C,-27.26,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200128.POM.1,D08,BLWA,2020-01-28T16:43:00Z,TPC,984.84,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200128.POM.1,D08,BLWA,2020-01-28T16:43:00Z,d15N,5.26,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200128.POM.1,D08,BLWA,2020-01-28T16:43:00Z,TPN,106.65,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200302.POM.1,D08,BLWA,2020-03-02T16:50:00Z,TPC,1025.41,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200302.POM.1,D08,BLWA,2020-03-02T16:50:00Z,TPN,108.37,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200302.POM.1,D08,BLWA,2020-03-02T16:50:00Z,d15N,5.66,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200302.POM.1,D08,BLWA,2020-03-02T16:50:00Z,d13C,-26.69,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200302.POM.2,D08,BLWA,2020-03-02T16:50:00Z,TPC,1051.8,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200302.POM.2,D08,BLWA,2020-03-02T16:50:00Z,d13C,-27.39,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200303.POM.1,D08,BLWA,2020-03-03T21:24:00Z,TPC,1622.81,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200303.POM.1,D08,BLWA,2020-03-03T21:24:00Z,d13C,-25.81,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200303.POM.1,D08,BLWA,2020-03-03T21:24:00Z,TPN,131.36,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200303.POM.1,D08,BLWA,2020-03-03T21:24:00Z,d15N,6.64,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200303.POM.2,D08,BLWA,2020-03-03T21:24:00Z,TPC,1556.45,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200303.POM.2,D08,BLWA,2020-03-03T21:24:00Z,d13C,-27.27,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200312.POM.1,D08,BLWA,2020-03-12T14:47:00Z,TPC,1597.41,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200312.POM.1,D08,BLWA,2020-03-12T14:47:00Z,d15N,5.49,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200312.POM.1,D08,BLWA,2020-03-12T14:47:00Z,d13C,-26.95,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200312.POM.1,D08,BLWA,2020-03-12T14:47:00Z,TPN,166.45,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200312.POM.2,D08,BLWA,2020-03-12T14:47:00Z,TPC,1560.23,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200312.POM.2,D08,BLWA,2020-03-12T14:47:00Z,d13C,-27.34,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200316.POM.1,D08,BLWA,2020-03-16T15:27:00Z,d15N,5.34,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200316.POM.1,D08,BLWA,2020-03-16T15:27:00Z,d13C,-26.67,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200316.POM.1,D08,BLWA,2020-03-16T15:27:00Z,TPC,1148.14,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200316.POM.1,D08,BLWA,2020-03-16T15:27:00Z,TPN,118.09,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200316.POM.2,D08,BLWA,2020-03-16T15:27:00Z,TPC,856.33,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200316.POM.2,D08,BLWA,2020-03-16T15:27:00Z,d13C,-27.56,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200318.POM.1,D08,BLWA,2020-03-18T15:21:00Z,TPC,902.27,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200318.POM.1,D08,BLWA,2020-03-18T15:21:00Z,d15N,7.57,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200318.POM.1,D08,BLWA,2020-03-18T15:21:00Z,d13C,-28.03,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200318.POM.1,D08,BLWA,2020-03-18T15:21:00Z,TPN,103.18,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200318.POM.2,D08,BLWA,2020-03-18T15:21:00Z,d13C,-28.41,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200318.POM.2,D08,BLWA,2020-03-18T15:21:00Z,TPC,743.18,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200709.POM.1,D08,BLWA,2020-07-09T15:58:00Z,TPC,1209.21,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200709.POM.1,D08,BLWA,2020-07-09T15:58:00Z,d13C,-30.83,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200709.POM.1,D08,BLWA,2020-07-09T15:58:00Z,d15N,7.92,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200709.POM.1,D08,BLWA,2020-07-09T15:58:00Z,TPN,172.67,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200709.POM.2,D08,BLWA,2020-07-09T15:58:00Z,TPC,1032.98,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200709.POM.2,D08,BLWA,2020-07-09T15:58:00Z,d13C,-30.61,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200721.POM.1,D08,BLWA,2020-07-21T15:55:00Z,TPC,1265.09,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200721.POM.1,D08,BLWA,2020-07-21T15:55:00Z,TPN,162.22,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200721.POM.1,D08,BLWA,2020-07-21T15:55:00Z,d15N,9.62,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200721.POM.1,D08,BLWA,2020-07-21T15:55:00Z,d13C,-30.43,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200721.POM.2,D08,BLWA,2020-07-21T15:55:00Z,TPC,941.88,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200721.POM.2,D08,BLWA,2020-07-21T15:55:00Z,d13C,-31.15,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200730.POM.1,D08,BLWA,2020-07-30T17:14:00Z,TPN,108.98,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200730.POM.1,D08,BLWA,2020-07-30T17:14:00Z,d13C,-31.26,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200730.POM.1,D08,BLWA,2020-07-30T17:14:00Z,TPC,829.78,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200730.POM.1,D08,BLWA,2020-07-30T17:14:00Z,d15N,10.28,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200730.POM.2,D08,BLWA,2020-07-30T17:14:00Z,d13C,-31.17,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200730.POM.2,D08,BLWA,2020-07-30T17:14:00Z,TPC,693.46,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200819.POM.1,D08,BLWA,2020-08-19T14:40:00Z,TPC,1128.1,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200819.POM.1,D08,BLWA,2020-08-19T14:40:00Z,d13C,-29.89,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200819.POM.1,D08,BLWA,2020-08-19T14:40:00Z,d15N,12.04,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200819.POM.1,D08,BLWA,2020-08-19T14:40:00Z,TPN,153.59,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200826.POM.1,D08,BLWA,2020-08-26T14:50:00Z,TPN,119.21,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200826.POM.1,D08,BLWA,2020-08-26T14:50:00Z,TPC,920.84,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200826.POM.1,D08,BLWA,2020-08-26T14:50:00Z,d15N,12.58,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200826.POM.1,D08,BLWA,2020-08-26T14:50:00Z,d13C,-29.81,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200910.POM.1,D08,BLWA,2020-09-10T14:45:00Z,d13C,-30.77,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200910.POM.1,D08,BLWA,2020-09-10T14:45:00Z,TPN,213.76,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200910.POM.1,D08,BLWA,2020-09-10T14:45:00Z,d15N,9.57,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200910.POM.1,D08,BLWA,2020-09-10T14:45:00Z,TPC,1532.54,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200915.POM.1,D08,BLWA,2020-09-15T15:50:00Z,d13C,-31.48,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200915.POM.1,D08,BLWA,2020-09-15T15:50:00Z,TPC,1184.42,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20200915.POM.1,D08,BLWA,2020-09-15T15:50:00Z,d15N,12.61,perMill,NA,NA,DP1.20206.001
BLWA.C0.20200915.POM.1,D08,BLWA,2020-09-15T15:50:00Z,TPN,177,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201015.POM.1,D08,BLWA,2020-10-15T14:40:00Z,d13C,-31.95,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201015.POM.1,D08,BLWA,2020-10-15T14:40:00Z,TPC,1675.36,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201015.POM.1,D08,BLWA,2020-10-15T14:40:00Z,d15N,11.54,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201015.POM.1,D08,BLWA,2020-10-15T14:40:00Z,TPN,274.33,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201019.POM.1,D08,BLWA,2020-10-19T15:55:00Z,d15N,11.5,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201019.POM.1,D08,BLWA,2020-10-19T15:55:00Z,d13C,-33.03,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201019.POM.1,D08,BLWA,2020-10-19T15:55:00Z,TPN,278.91,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201019.POM.1,D08,BLWA,2020-10-19T15:55:00Z,TPC,1837.56,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201104.POM.1,D08,BLWA,2020-11-04T16:34:00Z,TPN,137.99,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201104.POM.1,D08,BLWA,2020-11-04T16:34:00Z,d15N,11.57,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201104.POM.1,D08,BLWA,2020-11-04T16:34:00Z,TPC,1151.6,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201104.POM.1,D08,BLWA,2020-11-04T16:34:00Z,d13C,-29.91,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201118.POM.1,D08,BLWA,2020-11-18T17:46:00Z,TPN,139.22,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201118.POM.1,D08,BLWA,2020-11-18T17:46:00Z,TPC,979.3,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201118.POM.1,D08,BLWA,2020-11-18T17:46:00Z,d13C,-31.63,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201118.POM.1,D08,BLWA,2020-11-18T17:46:00Z,d15N,11.81,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201209.POM.1,D08,BLWA,2020-12-09T18:06:00Z,TPN,92.41,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201209.POM.1,D08,BLWA,2020-12-09T18:06:00Z,d15N,9.88,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201209.POM.1,D08,BLWA,2020-12-09T18:06:00Z,TPC,764.49,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201209.POM.1,D08,BLWA,2020-12-09T18:06:00Z,d13C,-29.88,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201215.POM.1,D08,BLWA,2020-12-15T15:42:00Z,TPN,128.05,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201215.POM.1,D08,BLWA,2020-12-15T15:42:00Z,TPC,1145.11,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C0.20201215.POM.1,D08,BLWA,2020-12-15T15:42:00Z,d13C,-28.36,perMill,NA,NA,DP1.20206.001
BLWA.C0.20201215.POM.1,D08,BLWA,2020-12-15T15:42:00Z,d15N,11.97,perMill,NA,NA,DP1.20206.001
BLWA.C1.20180515.POM.1,D08,BLWA,2018-05-15T19:28:00Z,d15N,7.42,perMill,NA,NA,DP1.20206.001
BLWA.C1.20180515.POM.1,D08,BLWA,2018-05-15T19:28:00Z,TPC,1455.39,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C1.20180515.POM.1,D08,BLWA,2018-05-15T19:28:00Z,TPN,193.01,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C1.20180515.POM.1,D08,BLWA,2018-05-15T19:28:00Z,d13C,-31.2,perMill,NA,NA,DP1.20206.001
BLWA.C2.20180515.POM.1,D08,BLWA,2018-05-15T20:00:00Z,TPN,184.98,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.C2.20180515.POM.1,D08,BLWA,2018-05-15T20:00:00Z,d13C,-31.17,perMill,NA,NA,DP1.20206.001
BLWA.C2.20180515.POM.1,D08,BLWA,2018-05-15T20:00:00Z,d15N,7.45,perMill,NA,NA,DP1.20206.001
BLWA.C2.20180515.POM.1,D08,BLWA,2018-05-15T20:00:00Z,TPC,1250.47,microgramsPerLiter,NA,NA,DP1.20206.001
BLWA.RS.20161122.POM.1,D08,BLWA,2016-11-22T18:55:00Z,d13C,-31.25,perMill,NA,NA,DP1.20206.001
BLWA.RS.20161122.POM.1,D08,BLWA,2016-11-22T18:55:00Z,d15N,10.42,perMill,NA,NA,DP1.20206.001
BLWA.RS.20161201.POM.1,D08,BLWA,2016-12-01T18:25:00Z,d15N,9.85,perMill,NA,NA,DP1.20206.001
BLWA.RS.20161201.POM.1,D08,BLWA,2016-12-01T18:25:00Z,d13C,-31,perMill,NA,NA,DP1.20206.001
BLWA.RS.20161201.POM.2,D08,BLWA,2016-12-01T18:25:00Z,d13C,-31.92,perMill,NA,NA,DP1.20206.001
BLWA.RS.20161201.POM.2,D08,BLWA,2016-12-01T18:25:00Z,d15N,9.64,perMill,NA,NA,DP1.20206.001
CARI.RE.20180424.POM.1,D19,CARI,2018-04-24T20:04:00Z,TPC,547.06,microgramsPerLiter,NA,NA,DP1.20206.001
CARI.RE.20180424.POM.1,D19,CARI,2018-04-24T20:04:00Z,TPN,29.45,microgramsPerLiter,NA,NA,DP1.20206.001
CARI.RE.20180424.POM.1,D19,CARI,2018-04-24T20:04:00Z,d15N,3.33,perMill,NA,NA,DP1.20206.001
CARI.RE.20180424.POM.1,D19,CARI,2018-04-24T20:04:00Z,d13C,-27.43,perMill,NA,NA,DP1.20206.001
CARI.RE.20190122.POM.1,D19,CARI,2019-01-22T20:07:00Z,TPN,50.77,microgramsPerLiter,NA,NA,DP1.20206.001
CARI.RE.20190122.POM.1,D19,CARI,2019-01-22T20:07:00Z,d13C,-26.97,perMill,NA,NA,DP1.20206.001
CARI.RE.20190122.POM.1,D19,CARI,2019-01-22T20:07:00Z,TPC,730.98,microgramsPerLiter,NA,NA,DP1.20206.001
CARI.RE.20190122.POM.1,D19,CARI,2019-01-22T20:07:00Z,d15N,3.24,perMill,NA,NA,DP1.20206.001
CARI.SS.20160719.POM.1,D19,CARI,2016-07-19T20:23:00Z,d13C,-26.4,perMill,NA,NA,DP1.20206.001
CARI.SS.20160719.POM.1,D19,CARI,2016-07-19T20:23:00Z,d15N,2.78,perMill,NA,NA,DP1.20206.001
CARI.SS.20160719.POM.2,D19,CARI,2016-07-19T20:23:00Z,d13C,-26.59,perMill,NA,NA,DP1.20206.001
CARI.SS.20160801.POM.1,D19,CARI,2016-08-01T21:40:00Z,d15N,2.77,perMill,NA,NA,DP1.20206.001
CARI.SS.20160801.POM.1,D19,CARI,2016-08-01T21:40:00Z,d13C,-26.46,perMill,NA,NA,DP1.20206.001
CARI.SS.20160822.POM.1,D19,CARI,2016-08-22T19:14:00Z,d13C,-26.75,perMill,NA,NA,DP1.20206.001
CARI.SS.20160822.POM.1,D19,CARI,2016-08-22T19:14:00Z,d15N,2.65,perMill,NA,NA,DP1.20206.001
CARI.SS.20160822.POM.2,D19,CARI,2016-08-22T19:14:00Z,d13C,-27.13,perMill,NA,NA,DP1.20206.001
CARI.SS.20160908.POM.1,D19,CARI,2016-09-08T20:40:00Z,d13C,-28.5,perMill,NA,NA,DP1.20206.001
CARI.SS.20160908.POM.1,D19,CARI,2016-09-08T20:40:00Z,d15N,4.85,perMill,NA,NA,DP1.20206.001
CARI.SS.20160908.POM.2,D19,CARI,2016-09-08T20:40:00Z,d13C,-27.83,perMill,NA,NA,DP1.20206.001
CARI.SS.20160920.POM.1,D19,CARI,2016-09-20T19:15:00Z,d15N,4.44,perMill,NA,NA,DP1.20206.001
CARI.SS.20160920.POM.1,D19,CARI,2016-09-20T19:15:00Z,d13C,-27.11,perMill,NA,NA,DP1.20206.001
CARI.SS.20160920.POM.2,D19,CARI,2016-09-20T19:15:00Z,d13C,-28.79,perMill,NA,NA,DP1.20206.001
CARI.SS.20161004.POM.1,D19,CARI,2016-10-04T20:18:00Z,d13C,-27.04,perMill,NA,NA,DP1.20206.001
CARI.SS.20161004.POM.1,D19,CARI,2016-10-04T20:18:00Z,d15N,3.69,perMill,NA,NA,DP1.20206.001
CARI.SS.20161004.POM.2,D19,CARI,2016-10-04T20:18:00Z,d13C,-27.33,perMill,NA,NA,DP1.20206.001
CARI.SS.20161011.POM.1,D19,CARI,2016-10-11T19:44:00Z,d13C,-27.4,perMill,NA,NA,DP1.20206.001
CARI.SS.20161011.POM.1,D19,CARI,2016-10-11T19:44:00Z,d15N,3.25,perMill,NA,NA,DP1.20206.001
CARI.SS.20161011.POM.2,D19,CARI,2016-10-11T19:44:00Z,d13C,-28.01,perMill,NA,NA,DP1.20206.001
CARI.SS.20170508.POM.2,D19,CARI,2017-05-08T11:53:00Z,d15N,2.57,perMill,NA,NA,DP1.20206.001
