sampleID,domainID,siteID,collectDate,analyte,analyteConcentration,analyteUnits,mdl,below_det,NEONpackage
ARIK.RE.20200916.POM.1,D10,ARIK,2020-09-16T18:02:00Z,TPC,6227.29,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.RE.20200916.POM.1,D10,ARIK,2020-09-16T18:02:00Z,d13C,-25.64,perMill,NA,NA,DP1.20206.001
ARIK.RE.20200916.POM.1,D10,ARIK,2020-09-16T18:02:00Z,TPN,697.42,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.RE.20200916.POM.1,D10,ARIK,2020-09-16T18:02:00Z,d15N,5.59,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150602.POM.1,D10,ARIK,2015-06-02T17:40:00Z,d15N,4.9,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150602.POM.1,D10,ARIK,2015-06-02T17:40:00Z,d15N,4.9,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150602.POM.2,D10,ARIK,2015-06-02T17:40:00Z,d13C,-27.86,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150602.POM.2,D10,ARIK,2015-06-02T17:40:00Z,d15N,3.94,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150602.POM.2,D10,ARIK,2015-06-02T17:40:00Z,d13C,-27.86,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150602.POM.2,D10,ARIK,2015-06-02T17:40:00Z,d15N,3.94,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.1,D10,ARIK,2015-06-10T18:36:00Z,d15N,4.61,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.1,D10,ARIK,2015-06-10T18:36:00Z,d13C,-27.07,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.1,D10,ARIK,2015-06-10T18:36:00Z,d13C,-27.07,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.1,D10,ARIK,2015-06-10T18:36:00Z,d15N,4.61,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.2,D10,ARIK,2015-06-10T18:36:00Z,d13C,-26.99,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.2,D10,ARIK,2015-06-10T18:36:00Z,d13C,-26.99,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.2,D10,ARIK,2015-06-10T18:36:00Z,d15N,4.06,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150610.POM.2,D10,ARIK,2015-06-10T18:36:00Z,d15N,4.06,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.1,D10,ARIK,2015-07-07T18:06:00Z,d13C,-26.93,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.1,D10,ARIK,2015-07-07T18:06:00Z,d13C,-26.93,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.1,D10,ARIK,2015-07-07T18:06:00Z,d15N,5.71,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.1,D10,ARIK,2015-07-07T18:06:00Z,d15N,5.71,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.2,D10,ARIK,2015-07-07T18:06:00Z,d15N,4.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.2,D10,ARIK,2015-07-07T18:06:00Z,d13C,-28.62,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.2,D10,ARIK,2015-07-07T18:06:00Z,d15N,4.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150707.POM.2,D10,ARIK,2015-07-07T18:06:00Z,d13C,-28.62,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.1,D10,ARIK,2015-07-21T16:00:00Z,d13C,-28.85,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.1,D10,ARIK,2015-07-21T16:00:00Z,d13C,-28.85,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.1,D10,ARIK,2015-07-21T16:00:00Z,d15N,4.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.1,D10,ARIK,2015-07-21T16:00:00Z,d15N,4.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.2,D10,ARIK,2015-07-21T16:00:00Z,d15N,9.08,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.2,D10,ARIK,2015-07-21T16:00:00Z,d15N,9.08,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.2,D10,ARIK,2015-07-21T16:00:00Z,d13C,-28.33,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150721.POM.2,D10,ARIK,2015-07-21T16:00:00Z,d13C,-28.33,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.1,D10,ARIK,2015-08-04T22:42:00Z,d15N,4.92,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.1,D10,ARIK,2015-08-04T22:42:00Z,d15N,4.92,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.1,D10,ARIK,2015-08-04T22:42:00Z,d13C,-30.65,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.1,D10,ARIK,2015-08-04T22:42:00Z,d13C,-30.65,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.2,D10,ARIK,2015-08-04T22:42:00Z,d13C,-32.76,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.2,D10,ARIK,2015-08-04T22:42:00Z,d15N,4.02,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.2,D10,ARIK,2015-08-04T22:42:00Z,d15N,4.02,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150804.POM.2,D10,ARIK,2015-08-04T22:42:00Z,d13C,-32.76,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150818.POM.1,D10,ARIK,2015-08-18T18:24:00Z,d15N,4.81,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150818.POM.1,D10,ARIK,2015-08-18T18:24:00Z,d15N,4.81,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150818.POM.2,D10,ARIK,2015-08-18T18:24:00Z,d15N,4.23,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150818.POM.2,D10,ARIK,2015-08-18T18:24:00Z,d15N,4.23,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.1,D10,ARIK,2015-08-31T17:22:00Z,d15N,5.96,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.1,D10,ARIK,2015-08-31T17:22:00Z,d15N,5.96,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.1,D10,ARIK,2015-08-31T17:22:00Z,d13C,-31.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.1,D10,ARIK,2015-08-31T17:22:00Z,d13C,-31.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.2,D10,ARIK,2015-08-31T17:22:00Z,d15N,4.54,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.2,D10,ARIK,2015-08-31T17:22:00Z,d15N,4.54,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.2,D10,ARIK,2015-08-31T17:22:00Z,d13C,-32.58,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150831.POM.2,D10,ARIK,2015-08-31T17:22:00Z,d13C,-32.58,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.1,D10,ARIK,2015-09-24T18:40:00Z,d13C,-27.89,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.1,D10,ARIK,2015-09-24T18:40:00Z,d15N,3.83,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.1,D10,ARIK,2015-09-24T18:40:00Z,d15N,3.83,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.1,D10,ARIK,2015-09-24T18:40:00Z,d13C,-27.89,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.2,D10,ARIK,2015-09-24T18:40:00Z,d13C,-29.04,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.2,D10,ARIK,2015-09-24T18:40:00Z,d13C,-29.04,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.2,D10,ARIK,2015-09-24T18:40:00Z,d15N,3.18,perMill,NA,NA,DP1.20206.001
ARIK.SS.20150924.POM.2,D10,ARIK,2015-09-24T18:40:00Z,d15N,3.18,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.1,D10,ARIK,2015-10-06T17:00:00Z,d13C,-26.52,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.1,D10,ARIK,2015-10-06T17:00:00Z,d15N,9.84,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.1,D10,ARIK,2015-10-06T17:00:00Z,d13C,-26.52,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.1,D10,ARIK,2015-10-06T17:00:00Z,d15N,9.84,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.2,D10,ARIK,2015-10-06T17:00:00Z,d15N,7.21,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.2,D10,ARIK,2015-10-06T17:00:00Z,d13C,-26.24,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.2,D10,ARIK,2015-10-06T17:00:00Z,d13C,-26.24,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151006.POM.2,D10,ARIK,2015-10-06T17:00:00Z,d15N,7.21,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.1,D10,ARIK,2015-11-03T18:48:00Z,d13C,-28.08,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.1,D10,ARIK,2015-11-03T18:48:00Z,d15N,1.99,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.1,D10,ARIK,2015-11-03T18:48:00Z,d13C,-28.08,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.1,D10,ARIK,2015-11-03T18:48:00Z,d15N,1.99,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.2,D10,ARIK,2015-11-03T18:48:00Z,d13C,-30.22,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.2,D10,ARIK,2015-11-03T18:48:00Z,d15N,3.27,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.2,D10,ARIK,2015-11-03T18:48:00Z,d15N,3.27,perMill,NA,NA,DP1.20206.001
ARIK.SS.20151103.POM.2,D10,ARIK,2015-11-03T18:48:00Z,d13C,-30.22,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160106.POM.1,D10,ARIK,2016-01-06T19:38:00Z,d15N,5.34,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160106.POM.1,D10,ARIK,2016-01-06T19:38:00Z,d13C,-32.99,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160106.POM.1,D10,ARIK,2016-01-06T19:38:00Z,d13C,-32.99,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160106.POM.1,D10,ARIK,2016-01-06T19:38:00Z,d15N,5.34,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160106.POM.2,D10,ARIK,2016-01-06T19:38:00Z,d15N,5.73,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160106.POM.2,D10,ARIK,2016-01-06T19:38:00Z,d15N,5.73,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160216.POM.1,D10,ARIK,2016-02-16T19:24:00Z,d13C,-31.67,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160216.POM.1,D10,ARIK,2016-02-16T19:24:00Z,d13C,-31.67,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160216.POM.1,D10,ARIK,2016-02-16T19:24:00Z,d15N,5.94,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160216.POM.1,D10,ARIK,2016-02-16T19:24:00Z,d15N,5.94,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160216.POM.2,D10,ARIK,2016-02-16T19:24:00Z,d13C,-29.37,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160216.POM.2,D10,ARIK,2016-02-16T19:24:00Z,d13C,-29.37,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160301.POM.1,D10,ARIK,2016-03-01T20:20:00Z,d15N,6.02,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160301.POM.1,D10,ARIK,2016-03-01T20:20:00Z,d15N,6.02,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160301.POM.1,D10,ARIK,2016-03-01T20:20:00Z,d13C,-32.4,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160301.POM.1,D10,ARIK,2016-03-01T20:20:00Z,d13C,-32.4,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160301.POM.2,D10,ARIK,2016-03-01T20:20:00Z,d13C,-29.13,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160301.POM.2,D10,ARIK,2016-03-01T20:20:00Z,d13C,-29.13,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.1,D10,ARIK,2016-03-15T18:16:00Z,d15N,5.53,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.1,D10,ARIK,2016-03-15T18:16:00Z,d15N,5.53,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.1,D10,ARIK,2016-03-15T18:16:00Z,d13C,-25.25,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.1,D10,ARIK,2016-03-15T18:16:00Z,d13C,-25.25,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.2,D10,ARIK,2016-03-15T18:16:00Z,d15N,5.39,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.2,D10,ARIK,2016-03-15T18:16:00Z,d13C,-23.66,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.2,D10,ARIK,2016-03-15T18:16:00Z,d13C,-23.66,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160315.POM.2,D10,ARIK,2016-03-15T18:16:00Z,d15N,5.39,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.1,D10,ARIK,2016-03-31T21:51:00Z,d15N,4.78,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.1,D10,ARIK,2016-03-31T21:51:00Z,d13C,-31.57,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.1,D10,ARIK,2016-03-31T21:51:00Z,d13C,-31.57,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.1,D10,ARIK,2016-03-31T21:51:00Z,d15N,4.78,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.2,D10,ARIK,2016-03-31T21:51:00Z,d13C,-28.98,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.2,D10,ARIK,2016-03-31T21:51:00Z,d15N,5.23,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.2,D10,ARIK,2016-03-31T21:51:00Z,d13C,-28.98,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160331.POM.2,D10,ARIK,2016-03-31T21:51:00Z,d15N,5.23,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160405.POM.1,D10,ARIK,2016-04-05T20:26:00Z,d13C,-22.7,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160405.POM.1,D10,ARIK,2016-04-05T20:26:00Z,d15N,3.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160718.POM.1,D10,ARIK,2016-07-18T16:59:00Z,d15N,2.94,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160718.POM.1,D10,ARIK,2016-07-18T16:59:00Z,d13C,-29.88,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160718.POM.2,D10,ARIK,2016-07-18T16:59:00Z,d13C,-29.01,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160718.POM.2,D10,ARIK,2016-07-18T16:59:00Z,d15N,6.07,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160802.POM.1,D10,ARIK,2016-08-02T17:17:00Z,d13C,-28.28,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160802.POM.1,D10,ARIK,2016-08-02T17:17:00Z,d15N,2.96,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160802.POM.2,D10,ARIK,2016-08-02T17:17:00Z,d15N,5.56,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160802.POM.2,D10,ARIK,2016-08-02T17:17:00Z,d13C,-29.21,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160816.POM.1,D10,ARIK,2016-08-16T20:47:00Z,d15N,4.06,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160816.POM.1,D10,ARIK,2016-08-16T20:47:00Z,d13C,-29.16,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160816.POM.2,D10,ARIK,2016-08-16T20:47:00Z,d13C,-29.33,perMill,NA,NA,DP1.20206.001
ARIK.SS.20160816.POM.2,D10,ARIK,2016-08-16T20:47:00Z,d15N,4.29,perMill,NA,NA,DP1.20206.001
ARIK.SS.20161004.POM.1,D10,ARIK,2016-10-04T15:39:00Z,d13C,-29.75,perMill,NA,NA,DP1.20206.001
ARIK.SS.20161004.POM.1,D10,ARIK,2016-10-04T15:39:00Z,d15N,3.65,perMill,NA,NA,DP1.20206.001
ARIK.SS.20161206.POM.1,D10,ARIK,2016-12-06T16:39:00Z,d13C,-26.76,perMill,NA,NA,DP1.20206.001
ARIK.SS.20161206.POM.1,D10,ARIK,2016-12-06T16:39:00Z,d15N,6.18,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170104.POM.1,D10,ARIK,2017-01-04T16:00:00Z,d15N,5.6,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170104.POM.1,D10,ARIK,2017-01-04T16:00:00Z,d13C,-25.36,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170118.POM.1,D10,ARIK,2017-01-18T16:42:00Z,d13C,-28.63,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170118.POM.1,D10,ARIK,2017-01-18T16:42:00Z,d15N,5.53,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170207.POM.1,D10,ARIK,2017-02-07T18:25:00Z,d13C,-30.24,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170207.POM.1,D10,ARIK,2017-02-07T18:25:00Z,d15N,4.05,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170207.POM.1,D10,ARIK,2017-02-07T18:25:00Z,TPC,374.37,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170207.POM.1,D10,ARIK,2017-02-07T18:25:00Z,TPN,50.29,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170214.POM.1,D10,ARIK,2017-02-14T18:10:00Z,d15N,3.99,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170214.POM.1,D10,ARIK,2017-02-14T18:10:00Z,d13C,-29.5,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170214.POM.1,D10,ARIK,2017-02-14T18:10:00Z,TPN,50.88,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170214.POM.1,D10,ARIK,2017-02-14T18:10:00Z,TPC,401.05,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170301.POM.1,D10,ARIK,2017-03-01T19:10:00Z,TPN,54.32,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170301.POM.1,D10,ARIK,2017-03-01T19:10:00Z,TPC,489.91,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170301.POM.1,D10,ARIK,2017-03-01T19:10:00Z,d13C,-28.9,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170301.POM.1,D10,ARIK,2017-03-01T19:10:00Z,d15N,4.6,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170309.POM.1,D10,ARIK,2017-03-09T18:22:00Z,TPN,50.98,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170309.POM.1,D10,ARIK,2017-03-09T18:22:00Z,TPC,423.39,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170309.POM.1,D10,ARIK,2017-03-09T18:22:00Z,d13C,-29.46,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170309.POM.1,D10,ARIK,2017-03-09T18:22:00Z,d15N,4.32,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170314.POM.2,D10,ARIK,2017-03-14T16:02:00Z,TPC,416.65,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170314.POM.2,D10,ARIK,2017-03-14T16:02:00Z,d15N,5.12,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170314.POM.2,D10,ARIK,2017-03-14T16:02:00Z,TPN,50.36,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170314.POM.2,D10,ARIK,2017-03-14T16:02:00Z,d13C,-28.73,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170406.POM.1,D10,ARIK,2017-04-06T15:40:00Z,TPN,68.97,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170406.POM.1,D10,ARIK,2017-04-06T15:40:00Z,d13C,-28.56,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170406.POM.1,D10,ARIK,2017-04-06T15:40:00Z,d15N,4.15,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170406.POM.1,D10,ARIK,2017-04-06T15:40:00Z,TPC,619.43,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170412.POM.2,D10,ARIK,2017-04-12T14:50:00Z,d13C,-28.69,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170412.POM.2,D10,ARIK,2017-04-12T14:50:00Z,TPC,659.71,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170412.POM.2,D10,ARIK,2017-04-12T14:50:00Z,TPN,80.23,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170412.POM.2,D10,ARIK,2017-04-12T14:50:00Z,d15N,4.48,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170418.POM.2,D10,ARIK,2017-04-18T15:20:00Z,TPC,829.34,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170418.POM.2,D10,ARIK,2017-04-18T15:20:00Z,TPN,97.48,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170418.POM.2,D10,ARIK,2017-04-18T15:20:00Z,d15N,4.43,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170418.POM.2,D10,ARIK,2017-04-18T15:20:00Z,d13C,-28.75,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170426.POM.2,D10,ARIK,2017-04-26T17:37:00Z,TPN,61.42,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170426.POM.2,D10,ARIK,2017-04-26T17:37:00Z,d13C,-29.21,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170426.POM.2,D10,ARIK,2017-04-26T17:37:00Z,d15N,-1.5,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170426.POM.2,D10,ARIK,2017-04-26T17:37:00Z,TPC,541.88,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170502.POM.2,D10,ARIK,2017-05-02T17:36:00Z,TPC,1038.45,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170502.POM.2,D10,ARIK,2017-05-02T17:36:00Z,d15N,7.56,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170502.POM.2,D10,ARIK,2017-05-02T17:36:00Z,TPN,142.25,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170502.POM.2,D10,ARIK,2017-05-02T17:36:00Z,d13C,-29.59,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170516.POM.2,D10,ARIK,2017-05-16T15:40:00Z,TPN,119.65,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170516.POM.2,D10,ARIK,2017-05-16T15:40:00Z,d13C,-29.7,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170516.POM.2,D10,ARIK,2017-05-16T15:40:00Z,d15N,4.29,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170516.POM.2,D10,ARIK,2017-05-16T15:40:00Z,TPC,853.54,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170531.POM.1,D10,ARIK,2017-05-31T17:19:00Z,TPN,251.4,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170531.POM.1,D10,ARIK,2017-05-31T17:19:00Z,d13C,-29.34,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170531.POM.1,D10,ARIK,2017-05-31T17:19:00Z,TPC,1426.71,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170531.POM.1,D10,ARIK,2017-05-31T17:19:00Z,d15N,0.25,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170606.POM.1,D10,ARIK,2017-06-06T16:20:00Z,TPN,53.91,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170606.POM.1,D10,ARIK,2017-06-06T16:20:00Z,TPC,661.37,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170606.POM.1,D10,ARIK,2017-06-06T16:20:00Z,d15N,5.46,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170606.POM.1,D10,ARIK,2017-06-06T16:20:00Z,d13C,-29.93,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170719.POM.1,D10,ARIK,2017-07-19T14:40:00Z,TPN,119.88,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170719.POM.1,D10,ARIK,2017-07-19T14:40:00Z,d15N,5.01,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170719.POM.1,D10,ARIK,2017-07-19T14:40:00Z,d13C,-29.39,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170719.POM.1,D10,ARIK,2017-07-19T14:40:00Z,TPC,860.48,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170801.POM.1,D10,ARIK,2017-08-01T14:33:00Z,d15N,6.22,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170801.POM.1,D10,ARIK,2017-08-01T14:33:00Z,TPC,1327.73,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170801.POM.1,D10,ARIK,2017-08-01T14:33:00Z,d13C,-28.43,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170801.POM.1,D10,ARIK,2017-08-01T14:33:00Z,TPN,151.46,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170816.POM.1,D10,ARIK,2017-08-16T16:30:00Z,TPC,456.16,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170816.POM.1,D10,ARIK,2017-08-16T16:30:00Z,d13C,-33.28,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170816.POM.1,D10,ARIK,2017-08-16T16:30:00Z,d15N,6.77,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170816.POM.1,D10,ARIK,2017-08-16T16:30:00Z,TPN,49.03,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170905.POM.2,D10,ARIK,2017-09-05T17:45:00Z,TPC,1142.33,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20170905.POM.2,D10,ARIK,2017-09-05T17:45:00Z,d13C,-30.01,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170905.POM.2,D10,ARIK,2017-09-05T17:45:00Z,d15N,4.78,perMill,NA,NA,DP1.20206.001
ARIK.SS.20170905.POM.2,D10,ARIK,2017-09-05T17:45:00Z,TPN,156.06,microgramsPerLiter,NA,NA,DP1.20206.001
ARIK.SS.20171012.POM.2,D10,ARIK,2017-10-12T11:19:00Z,TPN,171.32,microgramsPerLiter,NA,NA,DP1.20206.001
